Month,Risk,Facility Type,total_inspections,failed_inspections,Treemap Failure Rate
2016Q3,Risk 1 (High),Restaurant,3222,596,18.5
2016Q3,Risk 1 (High),SENIOR DAY CARE,1,0,0.0
2016Q3,Risk 1 (High),SMOKEHOUSE,1,0,0.0
2016Q3,Risk 1 (High),STADIUM,1,0,0.0
2016Q3,Risk 1 (High),School,109,22,20.18
2016Q3,Risk 1 (High),Shared Kitchen,3,0,0.0
2016Q3,Risk 1 (High),Shelter,3,1,33.33
2016Q3,Risk 1 (High),Special Event,7,2,28.57
2016Q3,Risk 1 (High),UNIVERSITY CAFETERIA,2,1,50.0
2016Q3,Risk 1 (High),WAREHOUSE,1,0,0.0
2016Q3,Risk 1 (High),banquets,1,0,0.0
2016Q3,Risk 1 (High),cafeteria,1,0,0.0
2016Q3,Risk 2 (Medium),BANQUET HALL,3,0,0.0
2016Q3,Risk 2 (Medium),Bakery,73,16,21.92
2016Q3,Risk 2 (Medium),CANDY/GELATO,1,0,0.0
2016Q3,Risk 2 (Medium),COFFEE KIOSK,1,0,0.0
2016Q3,Risk 2 (Medium),COMMISSARY FOR SOFT SERVE ICE CREAM TRUCKS,2,0,0.0
2016Q3,Risk 2 (Medium),CONVENIENCE STORE,2,1,50.0
2016Q3,Risk 2 (Medium),Catering,2,1,50.0
2016Q3,Risk 2 (Medium),Coffee shop,1,0,0.0
2016Q3,Risk 2 (Medium),GAS STATION/RESTAURANT,1,0,0.0
2016Q3,Risk 2 (Medium),GOLF COURSE CONNCESSION STAND,1,0,0.0
2016Q3,Risk 2 (Medium),Grocery Store,407,105,25.8
2016Q3,Risk 2 (Medium),HERBAL LIFE SHOP,1,0,0.0
2016Q3,Risk 2 (Medium),HERBALIFE,2,1,50.0
2016Q3,Risk 2 (Medium),HOT DOG STATION,1,0,0.0
2016Q3,Risk 2 (Medium),ICE CREAM,1,0,0.0
2016Q3,Risk 2 (Medium),ICE CREAM SHOP,1,0,0.0
2016Q3,Risk 2 (Medium),LIVE POULTRY,2,0,0.0
2016Q3,Risk 2 (Medium),Liquor,5,0,0.0
2016Q3,Risk 2 (Medium),Mobile Food Dispenser,2,1,50.0
2016Q3,Risk 2 (Medium),Mobile Food Preparer,19,11,57.89
2016Q3,Risk 2 (Medium),Other,2,1,50.0
2016Q3,Risk 2 (Medium),REHAB CENTER,1,0,0.0
2016Q3,Risk 2 (Medium),RESTAURANT/GROCERY STORE,2,2,100.0
2016Q3,Risk 2 (Medium),RETAIL WINE/WINE BAR,1,0,0.0
2016Q3,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2016Q3,Risk 2 (Medium),ROOFTOP,1,0,0.0
2016Q3,Risk 2 (Medium),Restaurant,1065,183,17.18
2016Q3,Risk 2 (Medium),Restaurant(protein shake bar),1,0,0.0
2016Q3,Risk 2 (Medium),SLAUGHTER HOUSE/ GROCERY,1,0,0.0
2016Q3,Risk 2 (Medium),School,15,1,6.67
2016Q3,Risk 2 (Medium),Shared Kitchen,2,0,0.0
2016Q3,Risk 2 (Medium),Special Event,7,2,28.57
2016Q3,Risk 2 (Medium),Tavern,1,0,0.0
2016Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,2,0,0.0
2016Q3,Risk 2 (Medium),Wholesale,3,0,0.0
2016Q3,Risk 2 (Medium),Wrigley Roof Top,1,0,0.0
2016Q3,Risk 2 (Medium),snack shop,1,0,0.0
2016Q3,Risk 3 (Low),BANQUET HALL,1,1,100.0
2016Q3,Risk 3 (Low),Catering,5,0,0.0
2016Q3,Risk 3 (Low),Children's Services Facility,1,0,0.0
2016Q3,Risk 3 (Low),DOLLAR & GROCERY STORE,3,1,33.33
2016Q3,Risk 3 (Low),FITNESS CENTER,2,1,50.0
2016Q3,Risk 3 (Low),GAS STATION,1,0,0.0
2016Q3,Risk 3 (Low),Grocery Store,183,41,22.4
2016Q3,Risk 3 (Low),Liquor,24,7,29.17
2016Q3,Risk 3 (Low),MOBILE FOOD TRUCK,1,0,0.0
2016Q3,Risk 3 (Low),MOBILPREPARED FOOD VENDOR,2,1,50.0
2016Q3,Risk 3 (Low),Mobile Food Dispenser,11,0,0.0
2016Q3,Risk 3 (Low),Mobile Frozen Desserts Vendor,1,0,0.0
2016Q3,Risk 3 (Low),Mobile Prepared Food Vendor,2,0,0.0
2016Q3,Risk 3 (Low),PREPACAKAGED FOODS,1,0,0.0
2016Q3,Risk 3 (Low),RETAIL WINE/WINE BAR,1,0,0.0
2016Q3,Risk 3 (Low),Restaurant,38,8,21.05
2016Q3,Risk 3 (Low),SOCIAL CLUB,1,0,0.0
2016Q3,Risk 3 (Low),School,6,1,16.67
2016Q3,Risk 3 (Low),Special Event,2,0,0.0
2016Q3,Risk 3 (Low),TAVERN,10,4,40.0
2016Q3,Risk 3 (Low),THEATRE,3,0,0.0
2016Q3,Risk 3 (Low),Wholesale,1,0,0.0
2016Q4,Risk 1 (High),AFTER SCHOOL PROGRAM,2,1,50.0
2016Q4,Risk 1 (High),Bakery,46,14,30.43
2016Q4,Risk 1 (High),Banquet Dining,1,0,0.0
2016Q4,Risk 1 (High),CHARITY AID KITCHEN,1,0,0.0
2016Q4,Risk 1 (High),CHILDERN'S SERVICES  FACILITY,1,0,0.0
2016Q4,Risk 1 (High),COLLEGE,1,0,0.0
2016Q4,Risk 1 (High),COMMISSARY,2,1,50.0
2016Q4,Risk 1 (High),CULINARY SCHOOL,1,0,0.0
2016Q4,Risk 1 (High),Cafeteria,1,0,0.0
2016Q4,Risk 1 (High),Catering,20,3,15.0
2016Q4,Risk 1 (High),Children's Services Facility,129,17,13.18
2016Q4,Risk 1 (High),DAYCARE,1,0,0.0
2016Q4,Risk 1 (High),DAYCARE COMBO,1,0,0.0
2016Q4,Risk 1 (High),Daycare (2 - 6 Years),82,7,8.54
2016Q4,Risk 1 (High),Daycare (Under 2 Years),7,1,14.29
2016Q4,Risk 1 (High),Daycare Above and Under 2 Years,81,12,14.81
2016Q4,Risk 1 (High),Daycare Combo 1586,13,1,7.69
2016Q4,Risk 1 (High),GROCERY/RESTAURANT,1,0,0.0
2016Q4,Risk 1 (High),Golden Diner,11,2,18.18
2016Q4,Risk 1 (High),Grocery Store,187,27,14.44
2016Q4,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2016Q4,Risk 1 (High),Hospital,8,1,12.5
2016Q4,Risk 1 (High),Long Term Care,54,9,16.67
2016Q4,Risk 1 (High),Mobile Food Preparer,11,0,0.0
2016Q4,Risk 1 (High),PASTRY school,1,0,0.0
2016Q4,Risk 1 (High),RESTAURANT/BAR,1,0,0.0
2016Q4,Risk 1 (High),RESTAURANT/GROCERY STORE,2,1,50.0
2016Q4,Risk 1 (High),Restaurant,2756,488,17.71
2016Q4,Risk 1 (High),STADIUM,1,0,0.0
2016Q4,Risk 1 (High),School,182,48,26.37
2016Q4,Risk 1 (High),Shared Kitchen,3,1,33.33
2016Q4,Risk 1 (High),Shelter,1,0,0.0
2016Q4,Risk 1 (High),cooking school,1,1,100.0
2016Q4,Risk 1 (High),employee kitchen,1,0,0.0
2016Q4,Risk 1 (High),school cafeteria,2,1,50.0
2016Q4,Risk 2 (Medium),Airport Lounge,4,2,50.0
2016Q4,Risk 2 (Medium),BANQUET HALL,1,0,0.0
2016Q4,Risk 2 (Medium),Bakery,82,18,21.95
2016Q4,Risk 2 (Medium),Banquet,1,0,0.0
2016Q4,Risk 2 (Medium),CAFE/STORE,1,0,0.0
2016Q4,Risk 2 (Medium),COFFEE/TEA,1,0,0.0
2016Q4,Risk 2 (Medium),Catering,1,0,0.0
2016Q4,Risk 2 (Medium),Daycare (2 - 6 Years),1,0,0.0
2016Q4,Risk 2 (Medium),GYM STORE,2,0,0.0
2016Q4,Risk 2 (Medium),Grocery Store,334,64,19.16
2016Q4,Risk 2 (Medium),HEALTH CENTER,1,0,0.0
2016Q4,Risk 2 (Medium),HERBALCAL,1,0,0.0
2016Q4,Risk 2 (Medium),HERBALIFE,1,0,0.0
2016Q4,Risk 2 (Medium),HOSTEL,1,0,0.0
2016Q4,Risk 2 (Medium),KITCHEN DEMO,2,0,0.0
2016Q4,Risk 2 (Medium),MOVIE THEATRE,3,0,0.0
2016Q4,Risk 2 (Medium),Mobile Food Dispenser,4,0,0.0
2016Q4,Risk 2 (Medium),Mobile Food Preparer,32,7,21.88
2016Q4,Risk 2 (Medium),RESTAURANT AND LIQUOR,1,0,0.0
2016Q4,Risk 2 (Medium),RESTAURANT/GROCERY STORE,3,2,66.67
2016Q4,Risk 2 (Medium),RIVERWALK,2,1,50.0
2016Q4,Risk 2 (Medium),ROOFTOP,1,0,0.0
2016Q4,Risk 2 (Medium),Restaurant,831,133,16.0
2016Q4,Risk 2 (Medium),School,16,4,25.0
2016Q4,Risk 2 (Medium),Shelter,1,0,0.0
2016Q4,Risk 2 (Medium),Special Event,2,0,0.0
2016Q4,Risk 2 (Medium),THEATER,1,0,0.0
2016Q4,Risk 2 (Medium),butcher shop,1,0,0.0
2016Q4,Risk 2 (Medium),coffee shop,1,0,0.0
2016Q4,Risk 2 (Medium),fitness center,1,0,0.0
2016Q4,Risk 3 (Low),BEVERAGE/SILVERWARE WAREHOUSE,1,0,0.0
2016Q4,Risk 3 (Low),Bakery,3,0,0.0
2016Q4,Risk 3 (Low),Daycare (2 - 6 Years),4,0,0.0
2016Q4,Risk 3 (Low),GAS STATION,2,0,0.0
2016Q4,Risk 3 (Low),GAS STATION/MINI MART,1,0,0.0
2016Q4,Risk 3 (Low),GAS STATION/STORE,2,1,50.0
2016Q4,Risk 3 (Low),GROCERY STORE/GAS STATION,2,0,0.0
2016Q4,Risk 3 (Low),Golden Diner,1,0,0.0
2016Q4,Risk 3 (Low),Grocery Store,237,51,21.52
2016Q4,Risk 3 (Low),Liquor,13,4,30.77
2016Q4,Risk 3 (Low),MOBILPREPARED FOOD VENDOR,1,0,0.0
2016Q4,Risk 3 (Low),Mobile Food Dispenser,5,2,40.0
2016Q4,Risk 3 (Low),Mobile Prepared Food Vendor,5,1,20.0
2016Q4,Risk 3 (Low),RESTAURANT/BAR/THEATER,2,1,50.0
2016Q4,Risk 3 (Low),Rest/GYM,2,1,50.0
2016Q4,Risk 3 (Low),Restaurant,53,7,13.21
2016Q4,Risk 3 (Low),School,8,1,12.5
2016Q4,Risk 3 (Low),TAVERN,8,2,25.0
2016Q4,Risk 3 (Low),TRUCK,1,0,0.0
2016Q4,Risk 3 (Low),tavern,2,0,0.0
2017Q1,Risk 1 (High),BANQUET,1,0,0.0
2017Q1,Risk 1 (High),BANQUET HALL,5,0,0.0
2017Q1,Risk 1 (High),Bakery,34,6,17.65
2017Q1,Risk 1 (High),CATERING/BANQUET,1,0,0.0
2017Q1,Risk 1 (High),CHARTER,2,1,50.0
2017Q1,Risk 1 (High),CHARTER SCHOOL CAFETERIA,2,1,50.0
2017Q1,Risk 1 (High),COOKING SCHOOL,2,1,50.0
2017Q1,Risk 1 (High),Catering,19,2,10.53
2017Q1,Risk 1 (High),Children's Services Facility,107,21,19.63
2017Q1,Risk 1 (High),DAYCARE,2,0,0.0
2017Q1,Risk 1 (High),DAYCARE COMBO,1,0,0.0
2017Q1,Risk 1 (High),Daycare (2 - 6 Years),35,3,8.57
2017Q1,Risk 1 (High),Daycare (Under 2 Years),1,0,0.0
2017Q1,Risk 1 (High),Daycare Above and Under 2 Years,44,9,20.45
2017Q1,Risk 1 (High),Daycare Combo 1586,2,0,0.0
2017Q1,Risk 1 (High),Daycare Night,1,0,0.0
2017Q1,Risk 1 (High),GROCERY/BAKERY,1,0,0.0
2017Q1,Risk 1 (High),Golden Diner,15,5,33.33
2017Q1,Risk 1 (High),Grocery & Restaurant,2,1,50.0
2017Q1,Risk 1 (High),Grocery Store,221,49,22.17
2017Q1,Risk 1 (High),Hospital,9,1,11.11
2017Q1,Risk 1 (High),JUICE BAR,1,0,0.0
2017Q1,Risk 1 (High),Long Term Care,39,11,28.21
2017Q1,Risk 1 (High),Mobile Food Dispenser,1,0,0.0
2017Q1,Risk 1 (High),OUTREACH CULINARY KITCHEN,1,0,0.0
2017Q1,Risk 1 (High),PALETERIA,1,0,0.0
2017Q1,Risk 1 (High),PUBLIC SHCOOL,1,0,0.0
2017Q1,Risk 1 (High),Private School,1,0,0.0
2017Q1,Risk 1 (High),RESTAURANT/BAR,2,1,50.0
2017Q1,Risk 1 (High),Restaurant,3370,624,18.52
2017Q1,Risk 1 (High),School,580,146,25.17
2017Q1,Risk 1 (High),Shared Kitchen,5,1,20.0
2017Q1,Risk 1 (High),Shared Kitchen User (Long Term),2,0,0.0
2017Q1,Risk 1 (High),Special Event,1,0,0.0
2017Q1,Risk 1 (High),UNIVERSITY CAFETERIA,1,0,0.0
2017Q1,Risk 1 (High),Wholesale,1,0,0.0
2017Q1,Risk 1 (High),cooking school,1,0,0.0
2017Q1,Risk 1 (High),employee kitchen,1,0,0.0
2017Q1,Risk 2 (Medium),Bakery,25,8,32.0
2017Q1,Risk 2 (Medium),CANDY/GELATO,1,0,0.0
2017Q1,Risk 2 (Medium),COOKING SCHOOL,3,1,33.33
2017Q1,Risk 2 (Medium),GROCERY STORE/GAS STATION,2,0,0.0
2017Q1,Risk 2 (Medium),GROCERY/GAS STATION,2,1,50.0
2017Q1,Risk 2 (Medium),Grocery Store,117,28,23.93
2017Q1,Risk 2 (Medium),HERBALIFE,2,0,0.0
2017Q1,Risk 2 (Medium),HERBALIFE/ZUMBA,1,0,0.0
2017Q1,Risk 2 (Medium),HOT DOG STATION,1,0,0.0
2017Q1,Risk 2 (Medium),Herabalife,1,0,0.0
2017Q1,Risk 2 (Medium),Liquor,2,1,50.0
2017Q1,Risk 2 (Medium),Live Poultry,2,1,50.0
2017Q1,Risk 2 (Medium),Mobile Food Preparer,31,11,35.48
2017Q1,Risk 2 (Medium),Restaurant,418,76,18.18
2017Q1,Risk 2 (Medium),Restaurant(protein shake bar),1,0,0.0
2017Q1,Risk 2 (Medium),School,21,3,14.29
2017Q1,Risk 2 (Medium),Shared Kitchen User (Long Term),1,0,0.0
2017Q1,Risk 2 (Medium),TAVERN,1,0,0.0
2017Q1,Risk 2 (Medium),Wrigley Roof Top,1,0,0.0
2017Q1,Risk 3 (Low),BANQUET HALL,1,0,0.0
2017Q1,Risk 3 (Low),GAS STATION,2,0,0.0
2017Q1,Risk 3 (Low),GROCERY/GAS STATION,1,0,0.0
2017Q1,Risk 3 (Low),Grocery Store,112,23,20.54
2017Q1,Risk 3 (Low),Liquor,25,9,36.0
2017Q1,Risk 3 (Low),MFD TRUCK,1,0,0.0
2017Q1,Risk 3 (Low),MOBILE DESSERTS VENDOR,2,0,0.0
2017Q1,Risk 3 (Low),Mobile Food Dispenser,14,6,42.86
2017Q1,Risk 3 (Low),Mobile Frozen Desserts Vendor,4,0,0.0
2017Q1,Risk 3 (Low),Mobile Prepared Food Vendor,16,0,0.0
2017Q1,Risk 3 (Low),PRE PACKAGED,3,1,33.33
2017Q1,Risk 3 (Low),Restaurant,32,3,9.38
2017Q1,Risk 3 (Low),School,9,1,11.11
2017Q1,Risk 3 (Low),TAVERN,4,2,50.0
2017Q1,Risk 3 (Low),THEATRE,1,0,0.0
2017Q1,Risk 3 (Low),WEIGHT LOSS PROGRAM,1,0,0.0
2017Q1,Risk 3 (Low),Wholesale,1,0,0.0
2017Q1,Risk 3 (Low),weight loss program,1,0,0.0
2017Q2,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,3,1,33.33
2017Q2,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,1,0,0.0
2017Q2,Risk 1 (High),A-Not-For-Profit Chef Training Program,1,0,0.0
2017Q2,Risk 1 (High),ASSISTED LIVING,2,1,50.0
2017Q2,Risk 1 (High),BANQUET HALL,7,0,0.0
2017Q2,Risk 1 (High),Bakery,49,13,26.53
2017Q2,Risk 1 (High),Banquet Dining,1,0,0.0
2017Q2,Risk 1 (High),Banquet/kitchen,1,0,0.0
2017Q2,Risk 1 (High),CHARITY AID KITCHEN,1,0,0.0
2017Q2,Risk 1 (High),CHURCH KITCHEN,4,2,50.0
2017Q2,Risk 1 (High),CHURCH/SPECIAL EVENT,1,0,0.0
2017Q2,Risk 1 (High),CHURCH/SPECIAL EVENTS,1,0,0.0
2017Q2,Risk 1 (High),COMMISSARY,1,0,0.0
2017Q2,Risk 1 (High),CULINARY SCHOOL,2,0,0.0
2017Q2,Risk 1 (High),Cafeteria,2,1,50.0
2017Q2,Risk 1 (High),Catering,29,3,10.34
2017Q2,Risk 1 (High),Children's Services Facility,138,19,13.77
2017Q2,Risk 1 (High),DAY CARE 2-14,1,0,0.0
2017Q2,Risk 1 (High),DAYCARE 2 YRS TO 12 YRS,1,0,0.0
2017Q2,Risk 1 (High),DINING HALL,2,1,50.0
2017Q2,Risk 1 (High),Daycare (2 - 6 Years),55,7,12.73
2017Q2,Risk 1 (High),Daycare Above and Under 2 Years,67,12,17.91
2017Q2,Risk 1 (High),Daycare Combo 1586,5,1,20.0
2017Q2,Risk 1 (High),GROCERY/RESTAURANT,2,1,50.0
2017Q2,Risk 1 (High),Golden Diner,19,5,26.32
2017Q2,Risk 1 (High),Grocery Store,222,50,22.52
2017Q2,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2017Q2,Risk 1 (High),Hospital,36,8,22.22
2017Q2,Risk 1 (High),LOUNGE/BANQUET HALL,2,0,0.0
2017Q2,Risk 1 (High),Long Term Care,45,7,15.56
2017Q2,Risk 1 (High),NURSING HOME,1,0,0.0
2017Q2,Risk 1 (High),PRIVATE SCHOOL,2,0,0.0
2017Q2,Risk 1 (High),REST/GROCERY,1,0,0.0
2017Q2,Risk 1 (High),RESTAURANT.BANQUET HALLS,2,1,50.0
2017Q2,Risk 1 (High),RESTAURANT/GROCERY STORE,2,1,50.0
2017Q2,Risk 1 (High),Restaurant,3689,707,19.17
2017Q2,Risk 1 (High),SENIOR DAY CARE,1,0,0.0
2017Q2,Risk 1 (High),STADIUM,3,1,33.33
2017Q2,Risk 1 (High),SUMMER FEEDING PREP AREA,1,1,100.0
2017Q2,Risk 1 (High),SUPPORTIVE LIVING,1,0,0.0
2017Q2,Risk 1 (High),School,232,46,19.83
2017Q2,Risk 1 (High),Shared Kitchen,7,3,42.86
2017Q2,Risk 1 (High),Shared Kitchen User (Long Term),3,0,0.0
2017Q2,Risk 1 (High),Shelter,3,0,0.0
2017Q2,Risk 1 (High),Special Event,3,1,33.33
2017Q2,Risk 1 (High),WAREHOUSE,2,1,50.0
2017Q2,Risk 1 (High),cafeteria,1,0,0.0
2017Q2,Risk 1 (High),school cafeteria,1,0,0.0
2017Q2,Risk 2 (Medium),BANQUET HALL,3,0,0.0
2017Q2,Risk 2 (Medium),Bakery,36,7,19.44
2017Q2,Risk 2 (Medium),Banquet,1,0,0.0
2017Q2,Risk 2 (Medium),CHURCH,1,0,0.0
2017Q2,Risk 2 (Medium),Catering,1,0,0.0
2017Q2,Risk 2 (Medium),Church,2,1,50.0
2017Q2,Risk 2 (Medium),GAS STATION,6,1,16.67
2017Q2,Risk 2 (Medium),GROCERY AND BUTCHER,2,1,50.0
2017Q2,Risk 2 (Medium),Grocery Store,198,40,20.2
2017Q2,Risk 2 (Medium),HERBAL DRINKS,1,1,100.0
2017Q2,Risk 2 (Medium),Herabalife,2,1,50.0
2017Q2,Risk 2 (Medium),ICE CREAM SHOP,1,0,0.0
2017Q2,Risk 2 (Medium),Lounge,2,0,0.0
2017Q2,Risk 2 (Medium),MOVIE THEATER,3,1,33.33
2017Q2,Risk 2 (Medium),Mobile Food Dispenser,1,0,0.0
2017Q2,Risk 2 (Medium),Mobile Food Preparer,62,15,24.19
2017Q2,Risk 2 (Medium),Mobile Prepared Food Vendor,1,0,0.0
2017Q2,Risk 2 (Medium),NORTHERLY ISLAND,1,0,0.0
2017Q2,Risk 2 (Medium),ROOFTOP,1,0,0.0
2017Q2,Risk 2 (Medium),Restaurant,605,117,19.34
2017Q2,Risk 2 (Medium),SLAUGHTER HOUSE/ GROCERY,2,1,50.0
2017Q2,Risk 2 (Medium),STADIUM,1,0,0.0
2017Q2,Risk 2 (Medium),School,31,7,22.58
2017Q2,Risk 2 (Medium),Special Event,8,1,12.5
2017Q2,Risk 3 (Low),Bakery,2,0,0.0
2017Q2,Risk 3 (Low),DISTRIBUTION CENTER,2,0,0.0
2017Q2,Risk 3 (Low),FITNESS CENTER,1,0,0.0
2017Q2,Risk 3 (Low),FROZEN DESSERT PUSHCARTS,2,0,0.0
2017Q2,Risk 3 (Low),GAS STATION,2,1,50.0
2017Q2,Risk 3 (Low),GROCERY/DRUG STORE,2,1,50.0
2017Q2,Risk 3 (Low),GROCERY/GAS STATION,1,0,0.0
2017Q2,Risk 3 (Low),Grocery Store,151,26,17.22
2017Q2,Risk 3 (Low),LIQOUR BREWERY TASTING,1,1,100.0
2017Q2,Risk 3 (Low),Liquor,25,10,40.0
2017Q2,Risk 3 (Low),MOBILE DESSERTS VENDOR,1,0,0.0
2017Q2,Risk 3 (Low),Mobile Food Dispenser,34,10,29.41
2017Q2,Risk 3 (Low),Mobile Frozen Desserts Vendor,7,0,0.0
2017Q2,Risk 3 (Low),Mobile Prepared Food Vendor,3,0,0.0
2017Q2,Risk 3 (Low),Restaurant,51,15,29.41
2017Q2,Risk 3 (Low),School,13,3,23.08
2017Q2,Risk 3 (Low),Special Event,3,0,0.0
2017Q2,Risk 3 (Low),TAVERN,1,0,0.0
2017Q2,Risk 3 (Low),WHOLESALE & RETAIL,1,0,0.0
2017Q2,Risk 3 (Low),Wholesale,2,0,0.0
2017Q2,Risk 3 (Low),bar,1,0,0.0
2017Q2,Risk 3 (Low),convenience/drug store,1,0,0.0
2017Q3,Risk 1 (High),AFTER SCHOOL PROGRAM,1,0,0.0
2017Q3,Risk 1 (High),Assisted Living,1,0,0.0
2017Q3,Risk 1 (High),BANQUET,7,2,28.57
2017Q3,Risk 1 (High),BANQUET FACILITY,1,0,0.0
2017Q3,Risk 1 (High),BANQUET HALL,2,0,0.0
2017Q3,Risk 1 (High),Bakery,39,5,12.82
2017Q3,Risk 1 (High),CAFETERIA,3,1,33.33
2017Q3,Risk 1 (High),CHARTER SCHOOL,24,9,37.5
2017Q3,Risk 1 (High),CHURCH (SPECIAL EVENTS),2,1,50.0
2017Q3,Risk 1 (High),Catering,54,12,22.22
2017Q3,Risk 1 (High),Children's Services Facility,156,26,16.67
2017Q3,Risk 1 (High),DAYCARE,1,0,0.0
2017Q3,Risk 1 (High),Daycare (2 - 6 Years),40,6,15.0
2017Q3,Risk 1 (High),Daycare (Under 2 Years),1,0,0.0
2017Q3,Risk 1 (High),Daycare Above and Under 2 Years,66,12,18.18
2017Q3,Risk 1 (High),Daycare Combo 1586,3,1,33.33
2017Q3,Risk 1 (High),GROCERY STORE/BAKERY,2,0,0.0
2017Q3,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,2,1,50.0
2017Q3,Risk 1 (High),GROCERY STORE/GAS STATION,2,1,50.0
2017Q3,Risk 1 (High),Golden Diner,23,5,21.74
2017Q3,Risk 1 (High),Grocery Store,225,50,22.22
2017Q3,Risk 1 (High),HIGH SCHOOL KITCHEN,1,0,0.0
2017Q3,Risk 1 (High),Hospital,18,1,5.56
2017Q3,Risk 1 (High),Long Term Care,52,14,26.92
2017Q3,Risk 1 (High),MOVIE THEATRE,3,0,0.0
2017Q3,Risk 1 (High),Mobile Food Preparer,1,1,100.0
2017Q3,Risk 1 (High),PALETERIA,2,1,50.0
2017Q3,Risk 1 (High),PASTRY school,2,1,50.0
2017Q3,Risk 1 (High),PREP INSIDE SCHOOL,1,0,0.0
2017Q3,Risk 1 (High),PRIVATE SCHOOL,3,0,0.0
2017Q3,Risk 1 (High),REGULATED BUSINESS,1,0,0.0
2017Q3,Risk 1 (High),RETAIL STORE OFFERS COOKING CLASSES,1,0,0.0
2017Q3,Risk 1 (High),ROOFTOP,1,0,0.0
2017Q3,Risk 1 (High),Restaurant,3202,611,19.08
2017Q3,Risk 1 (High),SUMMER FEEDING PREP AREA,1,0,0.0
2017Q3,Risk 1 (High),SUPPORTIVE LIVING,2,0,0.0
2017Q3,Risk 1 (High),School,48,8,16.67
2017Q3,Risk 1 (High),Shared Kitchen,3,1,33.33
2017Q3,Risk 1 (High),Special Event,2,0,0.0
2017Q3,Risk 1 (High),banquets,1,0,0.0
2017Q3,Risk 1 (High),cooking school,1,0,0.0
2017Q3,Risk 2 (Medium),Animal Shelter Cafe Permit,1,1,100.0
2017Q3,Risk 2 (Medium),Bakery,47,9,19.15
2017Q3,Risk 2 (Medium),CANDY SHOP,2,1,50.0
2017Q3,Risk 2 (Medium),COFFEE  SHOP,2,1,50.0
2017Q3,Risk 2 (Medium),CONVENIENCE STORE,1,0,0.0
2017Q3,Risk 2 (Medium),CUSTOM POULTRY SLAUGHTER,3,1,33.33
2017Q3,Risk 2 (Medium),Coffee shop,2,1,50.0
2017Q3,Risk 2 (Medium),Daycare (2 - 6 Years),1,0,0.0
2017Q3,Risk 2 (Medium),EVENT SPACE,1,1,100.0
2017Q3,Risk 2 (Medium),Grocery Store,174,43,24.71
2017Q3,Risk 2 (Medium),HEALTH CARE STORE,1,0,0.0
2017Q3,Risk 2 (Medium),HERBAL DRINKS,1,0,0.0
2017Q3,Risk 2 (Medium),HERBALIFE,2,0,0.0
2017Q3,Risk 2 (Medium),HOSTEL,2,1,50.0
2017Q3,Risk 2 (Medium),Herbalife Nutrition,1,0,0.0
2017Q3,Risk 2 (Medium),LIVE POULTRY,2,1,50.0
2017Q3,Risk 2 (Medium),MOVIE THEATRE,1,0,0.0
2017Q3,Risk 2 (Medium),Mobile Food Dispenser,2,1,50.0
2017Q3,Risk 2 (Medium),Mobile Food Preparer,33,8,24.24
2017Q3,Risk 2 (Medium),Other,1,0,0.0
2017Q3,Risk 2 (Medium),POPCORN CORN,2,0,0.0
2017Q3,Risk 2 (Medium),RESTAURANT/GROCERY STORE,1,0,0.0
2017Q3,Risk 2 (Medium),ROOF TOP,2,0,0.0
2017Q3,Risk 2 (Medium),ROOF TOPS,2,0,0.0
2017Q3,Risk 2 (Medium),ROOFTOP,3,0,0.0
2017Q3,Risk 2 (Medium),ROOFTOPS,2,0,0.0
2017Q3,Risk 2 (Medium),Restaurant,719,128,17.8
2017Q3,Risk 2 (Medium),School,1,0,0.0
2017Q3,Risk 2 (Medium),Special Event,6,0,0.0
2017Q3,Risk 2 (Medium),TAVERN,1,0,0.0
2017Q3,Risk 2 (Medium),TEACHING SCHOOL,1,0,0.0
2017Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,2,1,50.0
2017Q3,Risk 2 (Medium),convenience store,1,0,0.0
2017Q3,Risk 2 (Medium),donut shop,1,0,0.0
2017Q3,Risk 2 (Medium),smoothie bar,1,0,0.0
2017Q3,Risk 3 (Low),Animal Shelter Cafe Permit,1,0,0.0
2017Q3,Risk 3 (Low),BANQUET HALL,3,1,33.33
2017Q3,Risk 3 (Low),BREWERY,5,2,40.0
2017Q3,Risk 3 (Low),Catering,1,0,0.0
2017Q3,Risk 3 (Low),GAS STATION,2,1,50.0
2017Q3,Risk 3 (Low),GAS STATION/FOOD,1,0,0.0
2017Q3,Risk 3 (Low),Gift Shop,1,0,0.0
2017Q3,Risk 3 (Low),Grocery Store,162,31,19.14
2017Q3,Risk 3 (Low),LIQOUR BREWERY TASTING,1,0,0.0
2017Q3,Risk 3 (Low),Liquor,21,5,23.81
2017Q3,Risk 3 (Low),MOBILE DESSERTS VENDOR,2,1,50.0
2017Q3,Risk 3 (Low),Mobile Food Dispenser,17,7,41.18
2017Q3,Risk 3 (Low),Mobile Frozen Desserts Vendor,4,0,0.0
2017Q3,Risk 3 (Low),Mobile Prepared Food Vendor,2,1,50.0
